,Descrição,Valor,Deputado,Data
1080,Despesas de Teleprocessamento,"5.000,00",PATRICIA AGUIAR,01/05/2019
1081,Divulgação das Atividades Parlamentares,"6.300,00",PATRICIA AGUIAR,01/05/2019
1082,Serviços Técnicos Profissionais,"13.100,00",PATRICIA AGUIAR,01/05/2019
1083,Serviços de Comunicação em Geral,"197,50",PATRICIA AGUIAR,01/05/2019
1084,Serviços de Telecomunicações,"1.658,51",PATRICIA AGUIAR,01/05/2019
1085,Vale-Refeição e Vale-Alimentação,"3.000,00",PATRICIA AGUIAR,01/05/2019
1086,Combustíveis e Lubrificantes Automotivos,"6.000,00",QUEIROZ FILHO,01/05/2019
1087,Convênio com Plano de Saúde,"1.487,42",QUEIROZ FILHO,01/05/2019
1088,Divulgação das Atividades Parlamentares,"2.000,00",QUEIROZ FILHO,01/05/2019
1089,Locação de Aeronaves,"7.400,00",QUEIROZ FILHO,01/05/2019
1090,Serviços de Telecomunicações - Pacote de Dados,"163,99",QUEIROZ FILHO,01/05/2019
1091,Vale-Refeição e Vale-Alimentação,"5.000,00",QUEIROZ FILHO,01/05/2019
1092,Assinaturas de Periódicos e Anuidades,"358,80",RENATO ROSENO,01/05/2019
1093,Combustíveis e Lubrificantes Automotivos,"2.600,00",RENATO ROSENO,01/05/2019
1094,Convênio com Plano de Saúde,"897,12",RENATO ROSENO,01/05/2019
1095,Hospedagens,"904,97",RENATO ROSENO,01/05/2019
1096,Locação de Aeronaves,"2.125,00",RENATO ROSENO,01/05/2019
1097,Locação de Veículos,"2.380,00",RENATO ROSENO,01/05/2019
1098,Passagens Aéreas,"4.048,05",RENATO ROSENO,01/05/2019
1099,Passagens Terrestres,"489,99",RENATO ROSENO,01/05/2019
1100,Serviços Gráficos e Editoriais,"13.024,00",RENATO ROSENO,01/05/2019
1101,Serviços de Comunicação em Geral,"33,20",RENATO ROSENO,01/05/2019
1102,Serviços de Telecomunicações - Pacote de Dados,"160,69",RENATO ROSENO,01/05/2019
1103,Vale-Refeição e Vale-Alimentação,"5.000,00",RENATO ROSENO,01/05/2019
1104,Convênio com Plano de Saúde,"1.965,03",ROMEU ALDIGUERI,01/05/2019
1105,Divulgação das Atividades Parlamentares,"1.000,00",ROMEU ALDIGUERI,01/05/2019
1106,Serviços Técnicos Profissionais,"22.940,00",ROMEU ALDIGUERI,01/05/2019
1107,Vale-Refeição e Vale-Alimentação,"5.000,00",ROMEU ALDIGUERI,01/05/2019
1108,Combustíveis e Lubrificantes Automotivos,"6.000,00",SERGIO AGUIAR,01/05/2019
1109,Despesas de Teleprocessamento,"2.500,00",SERGIO AGUIAR,01/05/2019
1110,Divulgação das Atividades Parlamentares,"5.700,00",SERGIO AGUIAR,01/05/2019
1111,Passagens Terrestres,"1.280,31",SERGIO AGUIAR,01/05/2019
1112,Seguros em Geral,"1.049,81",SERGIO AGUIAR,01/05/2019
1113,Serviços Técnicos Profissionais,"2.520,00",SERGIO AGUIAR,01/05/2019
1114,Serviços de Comunicação em Geral,"441,26",SERGIO AGUIAR,01/05/2019
1115,Serviços de Telecomunicações,"21,79",SERGIO AGUIAR,01/05/2019
1116,Serviços de Telecomunicações - Pacote de Dados,"1.376,73",SERGIO AGUIAR,01/05/2019
1117,Vale-Refeição e Vale-Alimentação,"5.000,00",SERGIO AGUIAR,01/05/2019
1118,Combustíveis e Lubrificantes Automotivos,"6.000,00",SOLDADO NOELIO,01/05/2019
1119,Divulgação das Atividades Parlamentares,"3.950,00",SOLDADO NOELIO,01/05/2019
1120,Hospedagens,"665,03",SOLDADO NOELIO,01/05/2019
1121,Locação de Veículos,"7.140,00",SOLDADO NOELIO,01/05/2019
1122,Serviços Gráficos e Editoriais,"2.575,20",SOLDADO NOELIO,01/05/2019
1123,Serviços de Comunicação em Geral,"20,70",SOLDADO NOELIO,01/05/2019
1124,Vale-Refeição e Vale-Alimentação,"5.000,00",SOLDADO NOELIO,01/05/2019
1125,Combustíveis e Lubrificantes Automotivos,"6.000,00",VITOR VALIM,01/05/2019
1126,Passagens Aéreas,"2.813,91",VITOR VALIM,01/05/2019
1127,Serviços Técnicos Profissionais,"4.000,00",VITOR VALIM,01/05/2019
1128,Serviços de Telecomunicações - Pacote de Dados,"1.591,76",VITOR VALIM,01/05/2019
1129,Vale-Refeição e Vale-Alimentação,"4.000,00",VITOR VALIM,01/05/2019
1130,Combustíveis e Lubrificantes Automotivos,"6.000,00",WALTER CAVALCANTE,01/05/2019
1131,Despesas de Teleprocessamento,"1.000,00",WALTER CAVALCANTE,01/05/2019
1132,Divulgação das Atividades Parlamentares,"2.500,00",WALTER CAVALCANTE,01/05/2019
1133,Locação de Veículos,"7.140,00",WALTER CAVALCANTE,01/05/2019
1134,Serviços Técnicos Profissionais,"5.400,00",WALTER CAVALCANTE,01/05/2019
1135,Serviços de Comunicação em Geral,"6.572,89",WALTER CAVALCANTE,01/05/2019
1136,Serviços de Telecomunicações - Pacote de Dados,"2.030,97",WALTER CAVALCANTE,01/05/2019
1137,Vale-Refeição e Vale-Alimentação,"4.000,00",WALTER CAVALCANTE,01/05/2019
1138,Combustíveis e Lubrificantes Automotivos,"6.000,00",ADERLANIA NORONHA,01/06/2019
1139,Convênio com Plano de Saúde,"1.773,84",ADERLANIA NORONHA,01/06/2019
1140,Divulgação das Atividades Parlamentares,"7.400,00",ADERLANIA NORONHA,01/06/2019
1141,Passagens Aéreas,"9.822,61",ADERLANIA NORONHA,01/06/2019
1142,Serviços Técnicos Profissionais,"5.020,00",ADERLANIA NORONHA,01/06/2019
1143,Serviços de Telecomunicações - Pacote de Dados,"944,49",ADERLANIA NORONHA,01/06/2019
1144,Vale-Refeição e Vale-Alimentação,"5.000,00",ADERLANIA NORONHA,01/06/2019
1145,Combustíveis e Lubrificantes Automotivos,"6.000,00",AGENOR NETO,01/06/2019
1146,Convênio com Plano de Saúde,"2.298,79",AGENOR NETO,01/06/2019
1147,Divulgação das Atividades Parlamentares,"9.700,00",AGENOR NETO,01/06/2019
1148,Locação de Aeronaves,"9.000,05",AGENOR NETO,01/06/2019
1149,Passagens Aéreas,"1.432,72",AGENOR NETO,01/06/2019
1150,Passagens Terrestres,"1.270,49",AGENOR NETO,01/06/2019
1151,Serviços de Telecomunicações - Pacote de Dados,"1.082,59",AGENOR NETO,01/06/2019
1152,Vale-Refeição e Vale-Alimentação,"5.000,00",AGENOR NETO,01/06/2019
1153,Assinaturas de Periódicos e Anuidades,"417,81",ANTONIO GRANJA,01/06/2019
1154,Combustíveis e Lubrificantes Automotivos,"6.000,00",ANTONIO GRANJA,01/06/2019
1155,Convênio com Plano de Saúde,"2.744,45",ANTONIO GRANJA,01/06/2019
1156,Divulgação das Atividades Parlamentares,"8.000,00",ANTONIO GRANJA,01/06/2019
1157,Serviços de Telecomunicações - Pacote de Dados,"408,67",ANTONIO GRANJA,01/06/2019
1158,Vale-Refeição e Vale-Alimentação,"4.000,00",ANTONIO GRANJA,01/06/2019
1159,Assinaturas de Periódicos e Anuidades,"374,50",AP. LUIZ HENRIQUE,01/06/2019
1160,Combustíveis e Lubrificantes Automotivos,"6.000,00",AP. LUIZ HENRIQUE,01/06/2019
1161,Convênio com Plano de Saúde,"2.293,37",AP. LUIZ HENRIQUE,01/06/2019
1162,Divulgação das Atividades Parlamentares,"7.700,00",AP. LUIZ HENRIQUE,01/06/2019
1163,Serviços de Telecomunicações - Pacote de Dados,"706,77",AP. LUIZ HENRIQUE,01/06/2019
1164,Vale-Refeição e Vale-Alimentação,"5.000,00",AP. LUIZ HENRIQUE,01/06/2019
1165,Combustíveis e Lubrificantes Automotivos,"6.000,00",AUDIC MOTA,01/06/2019
1166,Convênio com Plano de Saúde,"1.290,88",AUDIC MOTA,01/06/2019
1167,Divulgação das Atividades Parlamentares,"4.100,00",AUDIC MOTA,01/06/2019
1168,Locação de Veículos,"15.895,00",AUDIC MOTA,01/06/2019
1169,Seguros em Geral,"504,04",AUDIC MOTA,01/06/2019
1170,Serviços de Telecomunicações - Pacote de Dados,"1.354,38",AUDIC MOTA,01/06/2019
1171,Vale-Refeição e Vale-Alimentação,"5.000,00",AUDIC MOTA,01/06/2019
1172,Combustíveis e Lubrificantes Automotivos,"6.000,00",AUGUSTA BRITO,01/06/2019
1173,Convênio com Plano de Saúde,"2.744,17",AUGUSTA BRITO,01/06/2019
1174,Serviços Técnicos Profissionais,"14.940,00",AUGUSTA BRITO,01/06/2019
1175,Serviços de Telecomunicações - Pacote de Dados,"2.250,13",AUGUSTA BRITO,01/06/2019
1176,Vale-Refeição e Vale-Alimentação,"5.000,00",AUGUSTA BRITO,01/06/2019
1177,Combustíveis e Lubrificantes Automotivos,"6.000,00",BRUNO GONCALVES,01/06/2019
1178,Locação de Veículos,"7.140,00",BRUNO GONCALVES,01/06/2019
1179,Serviços Técnicos Profissionais,"14.400,00",BRUNO GONCALVES,01/06/2019
1180,Serviços de Telecomunicações - Pacote de Dados,"31,90",BRUNO GONCALVES,01/06/2019
1181,Vale-Refeição e Vale-Alimentação,"4.000,00",BRUNO GONCALVES,01/06/2019
1182,Combustíveis e Lubrificantes Automotivos,"6.000,00",BRUNO PEDROSA,01/06/2019
1183,Convênio com Plano de Saúde,"910,07",BRUNO PEDROSA,01/06/2019
1184,Divulgação das Atividades Parlamentares,"900,00",BRUNO PEDROSA,01/06/2019
1185,Passagens Terrestres,"553,86",BRUNO PEDROSA,01/06/2019
1186,Serviços Técnicos Profissionais,"8.100,00",BRUNO PEDROSA,01/06/2019
1187,Serviços de Telecomunicações - Pacote de Dados,"85,94",BRUNO PEDROSA,01/06/2019
1188,Vale-Refeição e Vale-Alimentação,"2.000,00",BRUNO PEDROSA,01/06/2019
1189,Combustíveis e Lubrificantes Automotivos,"5.300,00",CARLOS FELIPE,01/06/2019
1190,Divulgação das Atividades Parlamentares,"8.000,00",CARLOS FELIPE,01/06/2019
1191,Locação de Veículos,"1.088,00",CARLOS FELIPE,01/06/2019
1192,Passagens Aéreas,"3.141,05",CARLOS FELIPE,01/06/2019
1193,Serviços Técnicos Profissionais,"8.120,00",CARLOS FELIPE,01/06/2019
1194,Serviços de Telecomunicações - Pacote de Dados,"1.146,51",CARLOS FELIPE,01/06/2019
1195,Vale-Refeição e Vale-Alimentação,"5.000,00",CARLOS FELIPE,01/06/2019
1196,Combustíveis e Lubrificantes Automotivos,"6.000,00",DANNIEL OLIVEIRA,01/06/2019
1197,Divulgação das Atividades Parlamentares,"3.150,00",DANNIEL OLIVEIRA,01/06/2019
1198,Hospedagens,"3.165,33",DANNIEL OLIVEIRA,01/06/2019
1199,Passagens Aéreas,"2.740,52",DANNIEL OLIVEIRA,01/06/2019
1200,Serviços Técnicos Profissionais,"8.280,00",DANNIEL OLIVEIRA,01/06/2019
1201,Serviços de Telecomunicações - Pacote de Dados,"1.435,93",DANNIEL OLIVEIRA,01/06/2019
1202,Vale-Refeição e Vale-Alimentação,"5.000,00",DANNIEL OLIVEIRA,01/06/2019
1203,Combustíveis e Lubrificantes Automotivos,"6.000,00",DAVID DURAND,01/06/2019
1204,Hospedagens,"10.065,83",DAVID DURAND,01/06/2019
1205,Passagens Aéreas,"6.294,82",DAVID DURAND,01/06/2019
1206,Passagens Terrestres,"343,64",DAVID DURAND,01/06/2019
1207,Serviços de Telecomunicações - Pacote de Dados,"208,40",DAVID DURAND,01/06/2019
1208,Vale-Refeição e Vale-Alimentação,"5.000,00",DAVID DURAND,01/06/2019
1209,Combustíveis e Lubrificantes Automotivos,"6.000,00",DELEGADO CAVALCANTE,01/06/2019
1210,Convênio com Plano de Saúde,"2.556,78",DELEGADO CAVALCANTE,01/06/2019
1211,Divulgação das Atividades Parlamentares,"600,00",DELEGADO CAVALCANTE,01/06/2019
1212,Hospedagens,"1.751,98",DELEGADO CAVALCANTE,01/06/2019
1213,Passagens Aéreas,"12.218,04",DELEGADO CAVALCANTE,01/06/2019
1214,Serviços Gráficos e Editoriais,"6.982,80",DELEGADO CAVALCANTE,01/06/2019
1215,Serviços de Telecomunicações - Pacote de Dados,"653,00",DELEGADO CAVALCANTE,01/06/2019
1216,Vale-Refeição e Vale-Alimentação,"5.000,00",DELEGADO CAVALCANTE,01/06/2019
1217,Assinaturas de Periódicos e Anuidades,"632,83",DR. SARTO,01/06/2019
1218,Combustíveis e Lubrificantes Automotivos,"6.000,00",DR. SARTO,01/06/2019
1219,Convênio com Plano de Saúde,"2.945,44",DR. SARTO,01/06/2019
1220,Serviços de Telecomunicações - Pacote de Dados,"579,83",DR. SARTO,01/06/2019
1221,Vale-Refeição e Vale-Alimentação,"4.000,00",DR. SARTO,01/06/2019
1222,Combustíveis e Lubrificantes Automotivos,"6.000,00",ELMANO,01/06/2019
1223,Serviços de Comunicação em Geral,"89,15",ELMANO,01/06/2019
1224,Serviços de Telecomunicações - Pacote de Dados,"104,70",ELMANO,01/06/2019
1225,Vale-Refeição e Vale-Alimentação,"4.000,00",ELMANO,01/06/2019
1226,Combustíveis e Lubrificantes Automotivos,"6.000,00",ERIKA AMORIM,01/06/2019
1227,Divulgação das Atividades Parlamentares,"7.700,00",ERIKA AMORIM,01/06/2019
1228,Passagens Aéreas,"1.168,22",ERIKA AMORIM,01/06/2019
1229,Vale-Refeição e Vale-Alimentação,"5.000,00",ERIKA AMORIM,01/06/2019
1230,Combustíveis e Lubrificantes Automotivos,"6.000,00",EVANDRO LEITAO,01/06/2019
1231,Serviços Técnicos Profissionais,"24.660,00",EVANDRO LEITAO,01/06/2019
1232,Serviços de Telecomunicações - Pacote de Dados,"30,90",EVANDRO LEITAO,01/06/2019
1233,Vale-Refeição e Vale-Alimentação,"4.000,00",EVANDRO LEITAO,01/06/2019
1234,Assinaturas de Periódicos e Anuidades,"599,75",FERNANDA PESSOA,01/06/2019
1235,Combustíveis e Lubrificantes Automotivos,"6.000,00",FERNANDA PESSOA,01/06/2019
1236,Despesas de Teleprocessamento,"550,00",FERNANDA PESSOA,01/06/2019
1237,Divulgação das Atividades Parlamentares,"8.000,00",FERNANDA PESSOA,01/06/2019
1238,Serviços Gráficos e Editoriais,"10.752,00",FERNANDA PESSOA,01/06/2019
1239,Serviços Técnicos Profissionais,"3.060,00",FERNANDA PESSOA,01/06/2019
1240,Serviços de Telecomunicações - Pacote de Dados,"2.434,48",FERNANDA PESSOA,01/06/2019
1241,Vale-Refeição e Vale-Alimentação,"5.000,00",FERNANDA PESSOA,01/06/2019
1242,Divulgação das Atividades Parlamentares,"8.000,00",FERNANDO SANTANA,01/06/2019
1243,Serviços Técnicos Profissionais,"12.960,00",FERNANDO SANTANA,01/06/2019
1244,Serviços de Comunicação em Geral,"2,70",FERNANDO SANTANA,01/06/2019
1245,Vale-Refeição e Vale-Alimentação,"5.000,00",FERNANDO SANTANA,01/06/2019
1246,Combustíveis e Lubrificantes Automotivos,"6.000,00",GUILHERME LANDIM,01/06/2019
1247,Convênio com Plano de Saúde,"2.607,11",GUILHERME LANDIM,01/06/2019
1248,Divulgação das Atividades Parlamentares,"2.100,00",GUILHERME LANDIM,01/06/2019
1249,Passagens Aéreas,"1.127,30",GUILHERME LANDIM,01/06/2019
1250,Serviços de Comunicação em Geral,"44,80",GUILHERME LANDIM,01/06/2019
1251,Serviços de Telecomunicações - Pacote de Dados,"995,80",GUILHERME LANDIM,01/06/2019
1252,Vale-Refeição e Vale-Alimentação,"5.000,00",GUILHERME LANDIM,01/06/2019
1253,Combustíveis e Lubrificantes Automotivos,"4.000,00",HEITOR FERRER,01/06/2019
1254,Convênio com Plano de Saúde,"1.689,28",HEITOR FERRER,01/06/2019
1255,Divulgação das Atividades Parlamentares,"4.500,00",HEITOR FERRER,01/06/2019
1256,Serviços Gráficos e Editoriais,"15.840,00",HEITOR FERRER,01/06/2019
1257,Serviços de Comunicação em Geral,"8,50",HEITOR FERRER,01/06/2019
1258,Serviços de Telecomunicações,"23,39",HEITOR FERRER,01/06/2019
1259,Serviços de Telecomunicações - Pacote de Dados,"7.102,60",HEITOR FERRER,01/06/2019
1260,Vale-Refeição e Vale-Alimentação,"4.997,00",HEITOR FERRER,01/06/2019
1261,Combustíveis e Lubrificantes Automotivos,"6.000,00",JOAO JAIME,01/06/2019
1262,Divulgação das Atividades Parlamentares,"500,00",JOAO JAIME,01/06/2019
1263,Serviços Técnicos Profissionais,"16.920,00",JOAO JAIME,01/06/2019
1264,Vale-Refeição e Vale-Alimentação,"4.000,00",JOAO JAIME,01/06/2019
1265,Combustíveis e Lubrificantes Automotivos,"6.000,00",LEONARDO ARAUJO,01/06/2019
1266,Divulgação das Atividades Parlamentares,"6.500,00",LEONARDO ARAUJO,01/06/2019
1267,Passagens Aéreas,"2.544,95",LEONARDO ARAUJO,01/06/2019
1268,Serviços Gráficos e Editoriais,"2.192,00",LEONARDO ARAUJO,01/06/2019
1269,Serviços Técnicos Profissionais,"8.460,00",LEONARDO ARAUJO,01/06/2019
1270,Serviços de Telecomunicações - Pacote de Dados,"370,32",LEONARDO ARAUJO,01/06/2019
1271,Vale-Refeição e Vale-Alimentação,"5.000,00",LEONARDO ARAUJO,01/06/2019
1272,Combustíveis e Lubrificantes Automotivos,"6.000,00",LEONARDO PINHEIRO,01/06/2019
1273,Divulgação das Atividades Parlamentares,"400,00",LEONARDO PINHEIRO,01/06/2019
1274,Vale-Refeição e Vale-Alimentação,"3.500,00",LEONARDO PINHEIRO,01/06/2019
1275,Combustíveis e Lubrificantes Automotivos,"6.000,00",LUCILVIO GIRAO,01/06/2019
1276,Convênio com Plano de Saúde,"1.651,58",LUCILVIO GIRAO,01/06/2019
1277,Serviços Técnicos Profissionais,"21.060,00",LUCILVIO GIRAO,01/06/2019
1278,Serviços de Telecomunicações - Pacote de Dados,"68,74",LUCILVIO GIRAO,01/06/2019
1279,Vale-Refeição e Vale-Alimentação,"2.500,00",LUCILVIO GIRAO,01/06/2019
1280,Combustíveis e Lubrificantes Automotivos,"6.000,00",MANOEL DUCA,01/06/2019
1281,Convênio com Plano de Saúde,"2.231,65",MANOEL DUCA,01/06/2019
1282,Passagens Aéreas,"10.621,54",MANOEL DUCA,01/06/2019
1283,Passagens Terrestres,"408,26",MANOEL DUCA,01/06/2019
1284,Serviços Técnicos Profissionais,"15.120,00",MANOEL DUCA,01/06/2019
1285,Serviços de Telecomunicações - Pacote de Dados,"64,44",MANOEL DUCA,01/06/2019
1286,Vale-Refeição e Vale-Alimentação,"1.950,00",MANOEL DUCA,01/06/2019
1287,Combustíveis e Lubrificantes Automotivos,"6.000,00",MARCOS SOBREIRA,01/06/2019
1288,Divulgação das Atividades Parlamentares,"1.500,00",MARCOS SOBREIRA,01/06/2019
1289,Serviços Gráficos e Editoriais,"7.988,16",MARCOS SOBREIRA,01/06/2019
1290,Serviços de Comunicação em Geral,"747,66",MARCOS SOBREIRA,01/06/2019
1291,Serviços de Telecomunicações - Pacote de Dados,"459,30",MARCOS SOBREIRA,01/06/2019
1292,Vale-Refeição e Vale-Alimentação,"3.200,00",MARCOS SOBREIRA,01/06/2019
1293,Combustíveis e Lubrificantes Automotivos,"6.000,00",MOISES BRAZ,01/06/2019
1294,Despesas de Teleprocessamento,"470,00",MOISES BRAZ,01/06/2019
1295,Divulgação das Atividades Parlamentares,"1.800,00",MOISES BRAZ,01/06/2019
1296,Locação de Veículos,"12.070,00",MOISES BRAZ,01/06/2019
1297,Passagens Aéreas,"6.883,92",MOISES BRAZ,01/06/2019
1298,Passagens Terrestres,"180,02",MOISES BRAZ,01/06/2019
1299,Serviços de Comunicação em Geral,"8,45",MOISES BRAZ,01/06/2019
1300,Serviços de Telecomunicações - Pacote de Dados,"663,49",MOISES BRAZ,01/06/2019
1301,Vale-Refeição e Vale-Alimentação,"4.222,50",MOISES BRAZ,01/06/2019
1302,Assinaturas de Periódicos e Anuidades,"434,04",NELINHO,01/06/2019
1303,Combustíveis e Lubrificantes Automotivos,"6.000,00",NELINHO,01/06/2019
1304,Convênio com Plano de Saúde,"716,83",NELINHO,01/06/2019
1305,Despesas de Teleprocessamento,"104,02",NELINHO,01/06/2019
1306,Despesas de Teleprocessamento,"132,70",NELINHO,01/06/2019
1307,Divulgação das Atividades Parlamentares,"14.000,00",NELINHO,01/06/2019
1308,Serviços Técnicos Profissionais,"10.260,00",NELINHO,01/06/2019
1309,Vale-Refeição e Vale-Alimentação,"5.000,00",NELINHO,01/06/2019
1310,Divulgação das Atividades Parlamentares,"7.900,00",NEZINHO FARIAS,01/06/2019
1311,Serviços Técnicos Profissionais,"30.960,00",NEZINHO FARIAS,01/06/2019
1312,Serviços de Comunicação em Geral,"206,75",NEZINHO FARIAS,01/06/2019
1313,Serviços de Telecomunicações - Pacote de Dados,"1.365,49",NEZINHO FARIAS,01/06/2019
1314,Vale-Refeição e Vale-Alimentação,"5.000,00",NEZINHO FARIAS,01/06/2019
1315,Convênio com Plano de Saúde,"1.944,57",NIZO COSTA,01/06/2019
1316,Divulgação das Atividades Parlamentares,"8.000,00",NIZO COSTA,01/06/2019
1317,Serviços de Comunicação em Geral,"314,00",NIZO COSTA,01/06/2019
1318,Vale-Refeição e Vale-Alimentação,"4.000,00",NIZO COSTA,01/06/2019
1319,Combustíveis e Lubrificantes Automotivos,"6.000,00",OSMAR BAQUIT,01/06/2019
1320,Divulgação das Atividades Parlamentares,"7.500,00",OSMAR BAQUIT,01/06/2019
1321,Hospedagens,"2.809,93",OSMAR BAQUIT,01/06/2019
1322,Serviços Técnicos Profissionais,"4.860,00",OSMAR BAQUIT,01/06/2019
1323,Serviços de Telecomunicações - Pacote de Dados,"3.423,13",OSMAR BAQUIT,01/06/2019
1324,Vale-Refeição e Vale-Alimentação,"5.000,00",OSMAR BAQUIT,01/06/2019
1325,Combustíveis e Lubrificantes Automotivos,"1.500,00",PATRICIA AGUIAR,01/06/2019
1326,Despesas de Teleprocessamento,"5.000,00",PATRICIA AGUIAR,01/06/2019
1327,Divulgação das Atividades Parlamentares,"4.000,00",PATRICIA AGUIAR,01/06/2019
1328,Serviços Técnicos Profissionais,"14.400,00",PATRICIA AGUIAR,01/06/2019
1329,Serviços de Comunicação em Geral,"195,00",PATRICIA AGUIAR,01/06/2019
1330,Serviços de Telecomunicações - Pacote de Dados,"1.661,19",PATRICIA AGUIAR,01/06/2019
1331,Vale-Refeição e Vale-Alimentação,"4.000,00",PATRICIA AGUIAR,01/06/2019
1332,Combustíveis e Lubrificantes Automotivos,"6.000,00",QUEIROZ FILHO,01/06/2019
1333,Convênio com Plano de Saúde,"1.455,43",QUEIROZ FILHO,01/06/2019
1334,Locação de Aeronaves,"15.120,08",QUEIROZ FILHO,01/06/2019
1335,Serviços de Telecomunicações - Pacote de Dados,"167,31",QUEIROZ FILHO,01/06/2019
1336,Vale-Refeição e Vale-Alimentação,"5.000,00",QUEIROZ FILHO,01/06/2019
1337,Combustíveis e Lubrificantes Automotivos,"2.600,00",RENATO ROSENO,01/06/2019
1338,Convênio com Plano de Saúde,"799,81",RENATO ROSENO,01/06/2019
1339,Despesas de Teleprocessamento,"115,45",RENATO ROSENO,01/06/2019
1340,Locação de Veículos,"544,00",RENATO ROSENO,01/06/2019
1341,Passagens Aéreas,"3.668,68",RENATO ROSENO,01/06/2019
1342,Passagens Terrestres,"938,15",RENATO ROSENO,01/06/2019
1343,Serviços de Comunicação em Geral,"726,46",RENATO ROSENO,01/06/2019
1344,Serviços de Telecomunicações - Pacote de Dados,"680,04",RENATO ROSENO,01/06/2019
1345,Vale-Refeição e Vale-Alimentação,"5.000,00",RENATO ROSENO,01/06/2019
1346,Combustíveis e Lubrificantes Automotivos,"3.000,00",ROMEU ALDIGUERI,01/06/2019
1347,Convênio com Plano de Saúde,"2.049,24",ROMEU ALDIGUERI,01/06/2019
1348,Divulgação das Atividades Parlamentares,"1.000,00",ROMEU ALDIGUERI,01/06/2019
1349,Serviços Técnicos Profissionais,"13.040,00",ROMEU ALDIGUERI,01/06/2019
1350,Vale-Refeição e Vale-Alimentação,"5.000,00",ROMEU ALDIGUERI,01/06/2019
